"SAMPLE_NUMBER","LOGIN_DATE","ANALYSIS","ASSIGNED_OPERATOR","SAMPLING_POINT","REPORTED_NAME","REPORTED_UNITS","ENTRY"
"6969903","08/01/2015 06:36:30 AM","FATS011299","AVERAT","IRM001A","Fat","PCT_M-M","27.623345984"
"6969909","08/01/2015 06:41:14 AM","FATS011299","AVERAT","IRM001A","Fat","PCT_M-M","27.648078295"
"6971057","08/01/2015 10:42:52 AM","FATS011299","DSIM","IRM001A","Fat","PCT_M-M","27.217033243"
"6971102","08/01/2015 10:44:31 AM","FATS011299","DSIM","IRM001A","Fat","PCT_M-M","27.806070483"
"6971840","08/01/2015 12:34:55 PM","FATS011299","GSTIRLING","IRM001A","Fat","PCT_M-M","27.104686816"
"6971843","08/01/2015 12:37:19 PM","FATS011299","GSTIRLING","IRM001A","Fat","PCT_M-M","27.432824982"
"6974652","09/01/2015 09:24:26 AM","FATS011299","JBHONGIR","IRM001A","Fat","PCT_M-M","27.661386476"
"6974669","09/01/2015 09:33:55 AM","FATS011299","JBHONGIR","IRM001A","Fat","PCT_M-M","27.619502868"
"6976304","09/01/2015 01:43:53 PM","FATS011299","DSWINDEN","IRM001A","Fat","PCT_M-M","27.461500248"
"6976316","09/01/2015 01:47:32 PM","FATS011299","DSWINDEN","IRM001A","Fat","PCT_M-M","27.914985733"
"6978419","10/01/2015 09:25:50 AM","FATS011299","JLUAK","IRM001A","Fat","PCT_M-M","27.140518155"
"6978424","10/01/2015 09:29:24 AM","FATS011299","JLUAK","IRM001A","Fat","PCT_M-M","27.348440829"
"6979513","11/01/2015 08:54:04 AM","FATS011299","JLUAK","IRM001A","Fat","PCT_M-M","27.272727273"
"6979517","11/01/2015 08:57:52 AM","FATS011299","JLUAK","IRM001A","Fat","PCT_M-M","27.536662703"
"6980681","12/01/2015 06:14:03 AM","FATS011299","EGRIFFIN","IRM001A","Fat","PCT_M-M","27.275425406"
"6980684","12/01/2015 06:15:43 AM","FATS011299","EGRIFFIN","IRM001A","Fat","PCT_M-M","27.51391097"
"6980728","12/01/2015 07:02:18 AM","FATS011299","DSIM","IRM001A","Fat","PCT_M-M","27.886357136"
"6980732","12/01/2015 07:03:59 AM","FATS011299","DSIM","IRM001A","Fat","PCT_M-M","27.76874619"
"6981013","12/01/2015 09:14:10 AM","FATS011299","JBHONGIR","IRM001A","Fat","PCT_M-M","27.908309456"
"6981054","12/01/2015 09:27:16 AM","FATS011299","JBHONGIR","IRM001A","Fat","PCT_M-M","26.734332806"
"6981693","12/01/2015 11:10:17 AM","FATS011299","JLEWIS","IRM001A","Fat","PCT_M-M","27.132216015"
"6981716","12/01/2015 11:12:18 AM","FATS011299","JLEWIS","IRM001A","Fat","PCT_M-M","27.514933156"
"6982186","12/01/2015 12:41:57 PM","FATS011299","AXING","IRM001A","Fat","PCT_M-M","27.205029014"
"6982198","12/01/2015 12:45:01 PM","FATS011299","AXING","IRM001A","Fat","PCT_M-M","27.357403495"
"6983918","13/01/2015 07:14:04 AM","FATS011299","AKADAR","IRM001A","Fat","PCT_M-M","26.809496236"
"6984453","13/01/2015 09:34:20 AM","FATS011299","JBHONGIR","IRM001A","Fat","PCT_M-M","27.2612822"
"6984489","13/01/2015 09:39:44 AM","FATS011299","JBHONGIR","IRM001A","Fat","PCT_M-M","27.279708197"
"6985291","13/01/2015 11:09:16 AM","FATS011299","AVERAT","IRM001A","Fat","PCT_M-M","26.689504827"
"6985376","13/01/2015 11:15:36 AM","FATS011299","AVERAT","IRM001A","Fat","PCT_M-M","27.607660154"
"6987601","13/01/2015 06:03:11 PM","FATS011299","SPERERA","IRM001A","Fat","PCT_M-M","27.636835797"
"6987603","13/01/2015 06:03:27 PM","FATS011299","SPERERA","IRM001A","Fat","PCT_M-M","27.530792918"
"6988016","14/01/2015 06:33:51 AM","FATS011299","LNGO","IRM001A","Fat","PCT_M-M","27.824779094"
"6988076","14/01/2015 07:02:47 AM","FATS011299","LNGO","IRM001A","Fat","PCT_M-M","27.787290715"
"6988105","14/01/2015 07:16:54 AM","FATS011299","DSIM","IRM001A","Fat","PCT_M-M","27.648006444"
"6988177","14/01/2015 07:41:51 AM","FATS011299","DSIM","IRM001A","Fat","PCT_M-M","27.648168371"
"6988393","14/01/2015 08:14:24 AM","FATS011299","AVERAT","IRM001A","Fat","PCT_M-M","27.626613704"
"6988437","14/01/2015 08:18:23 AM","FATS011299","AVERAT","IRM001A","Fat","PCT_M-M","27.419199228"
"6989110","14/01/2015 10:20:29 AM","FATS011299","JPATEL","IRM001A","Fat","PCT_M-M","27.078932207"
"6989209","14/01/2015 10:28:32 AM","FATS011299","JPATEL","IRM001A","Fat","PCT_M-M","26.843743919"
"6990621","14/01/2015 02:30:19 PM","FATS011299","DSWINDEN","IRM001A","Fat","PCT_M-M","27.257341961"
"6990630","14/01/2015 02:31:37 PM","FATS011299","DSWINDEN","IRM001A","Fat","PCT_M-M","27.406132982"
"6991726","15/01/2015 06:24:17 AM","FATS011299","AVERAT","IRM001A","Fat","PCT_M-M","27.690459505"
"6991736","15/01/2015 06:31:16 AM","FATS011299","AVERAT","IRM001A","Fat","PCT_M-M","27.470871836"
"6992155","15/01/2015 09:24:50 AM","FATS011299","JLEWIS","IRM001A","Fat","PCT_M-M","26.96459004"
"6992223","15/01/2015 09:26:50 AM","FATS011299","JLEWIS","IRM001A","Fat","PCT_M-M","27.566142377"
"6992296","15/01/2015 09:55:29 AM","FATS011299","UPKOSAKUL","IRM001A","Fat","PCT_M-M","27.640389251"
"6992366","15/01/2015 10:06:20 AM","FATS011299","JBHONGIR","IRM001A","Fat","PCT_M-M","27.503429355"
"6992642","15/01/2015 10:41:03 AM","FATS011299","JBHONGIR","IRM001A","Fat","PCT_M-M","27.423876269"
"6993425","15/01/2015 12:00:38 PM","FATS011299","JLUAK","IRM001A","Fat","PCT_M-M","26.575113668"
"6993493","15/01/2015 12:05:52 PM","FATS011299","JLUAK","IRM001A","Fat","PCT_M-M","27.260787992"
"6993965","15/01/2015 12:55:04 PM","FATS011299","SPERERA","IRM001A","Fat","PCT_M-M","27.106493506"
"6994031","15/01/2015 01:00:15 PM","FATS011299","SPERERA","IRM001A","Fat","PCT_M-M","27.661141805"
"6996131","16/01/2015 06:52:32 AM","FATS011299","AKADAR","IRM001A","Fat","PCT_M-M","27.634704932"
"6996142","16/01/2015 06:56:13 AM","FATS011299","AKADAR","IRM001A","Fat","PCT_M-M","27.451536643"
"6996183","16/01/2015 07:21:35 AM","FATS011299","JPATEL","IRM001A","Fat","PCT_M-M","27.57862537"
"6996211","16/01/2015 07:27:27 AM","FATS011299","JPATEL","IRM001A","Fat","PCT_M-M","26.924161263"
"6997147","16/01/2015 10:18:27 AM","FATS011299","JPATEL","IRM001A","Fat","PCT_M-M","26.823039818"
"6997189","16/01/2015 10:20:11 AM","FATS011299","JPATEL","IRM001A","Fat","PCT_M-M","27.176141659"
"6997273","16/01/2015 10:31:45 AM","FATS011299","EGRIFFIN","IRM001A","Fat","PCT_M-M","27.499255435"
"6997282","16/01/2015 10:33:27 AM","FATS011299","EGRIFFIN","IRM001A","Fat","PCT_M-M","27.097415507"
"7000456","17/01/2015 08:40:20 AM","FATS011299","JLUAK","IRM001A","Fat","PCT_M-M","27.343300748"
"7000513","17/01/2015 08:44:18 AM","FATS011299","JLUAK","IRM001A","Fat","PCT_M-M","25.092286769"
"7002105","18/01/2015 09:03:41 AM","FATS011299","JLUAK","IRM001A","Fat","PCT_M-M","27.671384957"
"7002107","18/01/2015 09:05:21 AM","FATS011299","JLUAK","IRM001A","Fat","PCT_M-M","26.706341826"
"7003435","19/01/2015 06:20:16 AM","FATS011299","AKADAR","IRM001A","Fat","PCT_M-M","26.845173402"
"7003446","19/01/2015 06:26:34 AM","FATS011299","AKADAR","IRM001A","Fat","PCT_M-M","27.52195122"
"7003662","19/01/2015 07:52:48 AM","FATS011299","AXING","IRM001A","Fat","PCT_M-M","27.251067209"
"7003665","19/01/2015 07:55:06 AM","FATS011299","AXING","IRM001A","Fat","PCT_M-M","27.593032462"
"7003869","19/01/2015 09:24:25 AM","FATS011299","JBHONGIR","IRM001A","Fat","PCT_M-M","27.47179193"
"7004525","19/01/2015 12:08:04 PM","FATS011299","JBHONGIR","IRM001A","Fat","PCT_M-M","27.922547955"
"7004625","19/01/2015 12:43:40 PM","FATS011299","SPERERA","IRM001A","Fat","PCT_M-M","27.169738863"
"7004642","19/01/2015 12:48:18 PM","FATS011299","SPERERA","IRM001A","Fat","PCT_M-M","27.37008754"
"7007580","20/01/2015 10:29:23 AM","FATS011299","JBHONGIR","IRM001A","Fat","PCT_M-M","27.608548496"
"7007658","20/01/2015 10:41:17 AM","FATS011299","JBHONGIR","IRM001A","Fat","PCT_M-M","27.417027417"
"7011628","21/01/2015 09:26:45 AM","FATS011299","GSTIRLING","IRM001A","Fat","PCT_M-M","27.593714502"
"7011694","21/01/2015 09:31:41 AM","FATS011299","GSTIRLING","IRM001A","Fat","PCT_M-M","27.564674398"
"7012134","21/01/2015 10:39:46 AM","FATS011299","UPKOSAKUL","IRM001A","Fat","PCT_M-M","27.460532251"
"7012228","21/01/2015 10:48:19 AM","FATS011299","UPKOSAKUL","IRM001A","Fat","PCT_M-M","27.277657267"
"7015230","22/01/2015 07:19:21 AM","FATS011299","AVERAT","IRM001A","Fat","PCT_M-M","27.731012053"
"7015240","22/01/2015 07:22:35 AM","FATS011299","AVERAT","IRM001A","Fat","PCT_M-M","27.670454545"
"7016184","22/01/2015 10:11:34 AM","FATS011299","UPKOSAKUL","IRM001A","Fat","PCT_M-M","27.259446825"
"7016269","22/01/2015 10:22:56 AM","FATS011299","UPKOSAKUL","IRM001A","Fat","PCT_M-M","27.327496941"
"7017359","22/01/2015 12:55:38 PM","FATS011299","SPERERA","IRM001A","Fat","PCT_M-M","27.674418605"
"7017397","22/01/2015 01:00:46 PM","FATS011299","SPERERA","IRM001A","Fat","PCT_M-M","27.713013989"
"7017679","22/01/2015 02:00:48 PM","FATS011299","UPKOSAKUL","IRM001A","Fat","PCT_M-M","27.130417767"
"7017681","22/01/2015 02:01:47 PM","FATS011299","UPKOSAKUL","IRM001A","Fat","PCT_M-M","27.613014685"
"7018565","22/01/2015 04:30:46 PM","FATS011299","UPKOSAKUL","IRM001A","Fat","PCT_M-M","27.702188794"
"7018573","22/01/2015 04:33:20 PM","FATS011299","UPKOSAKUL","IRM001A","Fat","PCT_M-M","27.64882227"
"7019022","23/01/2015 06:26:00 AM","FATS011299","AKADAR","IRM001A","Fat","PCT_M-M","26.958685913"
"7019036","23/01/2015 06:28:44 AM","FATS011299","AKADAR","IRM001A","Fat","PCT_M-M","27.34540551"
"7019899","23/01/2015 09:52:49 AM","FATS011299","SRAMACHAND","IRM001A","Fat","PCT_M-M","27.564040129"
"7020094","23/01/2015 10:21:08 AM","FATS011299","GSTIRLING","IRM001A","Fat","PCT_M-M","29.047914085"
"7020110","23/01/2015 10:23:11 AM","FATS011299","GSTIRLING","IRM001A","Fat","PCT_M-M","27.129433162"
"7020143","23/01/2015 10:29:53 AM","FATS011299","SRAMACHAND","IRM001A","Fat","PCT_M-M","27.37790422"
"7020249","23/01/2015 10:39:56 AM","FATS011299","JBHONGIR","IRM001A","Fat","PCT_M-M","27.303593323"
"7020344","23/01/2015 10:47:17 AM","FATS011299","JBHONGIR","IRM001A","Fat","PCT_M-M","27.560226956"
"7023096","24/01/2015 08:11:53 AM","FATS011299","AVERAT","IRM001A","Fat","PCT_M-M","27.527289986"
"7023135","24/01/2015 08:25:43 AM","FATS011299","JLUAK","IRM001A","Fat","PCT_M-M","26.408283462"
"7023145","24/01/2015 08:32:03 AM","FATS011299","JLUAK","IRM001A","Fat","PCT_M-M","27.028069837"
"7023237","24/01/2015 09:10:34 AM","FATS011299","AVERAT","IRM001A","Fat","PCT_M-M","27.686846776"
"7024932","25/01/2015 08:43:21 AM","FATS011299","JLUAK","IRM001A","Fat","PCT_M-M","27.496130031"
"7024944","25/01/2015 08:47:27 AM","FATS011299","JLUAK","IRM001A","Fat","PCT_M-M","27.211888594"
"7026162","26/01/2015 07:50:13 AM","FATS011299","AVERAT","IRM001A","Fat","PCT_M-M","27.446703024"
"7026192","26/01/2015 08:20:49 AM","FATS011299","AVERAT","IRM001A","Fat","PCT_M-M","27.386864049"
"7027404","27/01/2015 06:38:13 AM","FATS011299","AKADAR","IRM001A","Fat","PCT_M-M","27.768627071"
"7027408","27/01/2015 06:40:27 AM","FATS011299","AKADAR","IRM001A","Fat","PCT_M-M","27.455819923"
"7027432","27/01/2015 06:53:40 AM","FATS011299","AVERAT","IRM001A","Fat","PCT_M-M","26.779560894"
"7027446","27/01/2015 07:00:18 AM","FATS011299","AVERAT","IRM001A","Fat","PCT_M-M","26.758198341"
"7028362","27/01/2015 10:51:10 AM","FATS011299","GSTIRLING","IRM001A","Fat","PCT_M-M","27.138187761"
"7028373","27/01/2015 10:52:52 AM","FATS011299","GSTIRLING","IRM001A","Fat","PCT_M-M","27.182481752"
"7029113","27/01/2015 12:57:47 PM","FATS011299","SPERERA","IRM001A","Fat","PCT_M-M","27.640156454"
"7029131","27/01/2015 01:01:46 PM","FATS011299","SPERERA","IRM001A","Fat","PCT_M-M","27.73368195"
"7029292","27/01/2015 01:41:38 PM","FATS011299","SPERERA","IRM001A","Fat","PCT_M-M","27.640156454"
"7029294","27/01/2015 01:42:19 PM","FATS011299","SPERERA","IRM001A","Fat","PCT_M-M","27.73368195"
"7030841","28/01/2015 06:36:05 AM","FATS011299","SRAMACHAND","IRM001A","Fat","PCT_M-M","27.41758789"
"7030886","28/01/2015 07:07:44 AM","FATS011299","SRAMACHAND","IRM001A","Fat","PCT_M-M","27.379296642"
"7031019","28/01/2015 07:58:31 AM","FATS011299","AVERAT","IRM001A","Fat","PCT_M-M","27.523491967"
"7031443","28/01/2015 09:15:12 AM","FATS011299","AVERAT","IRM001A","Fat","PCT_M-M","27.544611704"
"7031530","28/01/2015 09:23:30 AM","FATS011299","UPKOSAKUL","IRM001A","Fat","PCT_M-M","27.738095238"
"7031577","28/01/2015 09:29:06 AM","FATS011299","JBHONGIR","IRM001A","Fat","PCT_M-M","28.04830159"
"7031615","28/01/2015 09:34:21 AM","FATS011299","UPKOSAKUL","IRM001A","Fat","PCT_M-M","27.457882826"
"7031706","28/01/2015 09:46:52 AM","FATS011299","JBHONGIR","IRM001A","Fat","PCT_M-M","26.920180723"
"7035212","29/01/2015 07:36:49 AM","FATS011299","","IRM001A","Fat","PCT_M-M","24.173394848"
"7035249","29/01/2015 07:47:07 AM","FATS011299","AVERAT","IRM001A","Fat","PCT_M-M","27.464266808"
"7035272","29/01/2015 07:54:39 AM","FATS011299","SRAMACHAND","IRM001A","Fat","PCT_M-M","27.135774218"
"7035294","29/01/2015 07:59:41 AM","FATS011299","SRAMACHAND","IRM001A","Fat","PCT_M-M","27.425250726"
"7038546","29/01/2015 04:20:53 PM","FATS011299","UPKOSAKUL","IRM001A","Fat","PCT_M-M","27.180192572"
"7038579","29/01/2015 04:24:02 PM","FATS011299","UPKOSAKUL","IRM001A","Fat","PCT_M-M","27.25763306"
"7039967","30/01/2015 09:35:25 AM","FATS011299","UPKOSAKUL","IRM001A","Fat","PCT_M-M","27.180192572"
"7039980","30/01/2015 09:36:49 AM","FATS011299","UPKOSAKUL","IRM001A","Fat","PCT_M-M","27.25763306"
"7040756","30/01/2015 11:11:42 AM","FATS011299","SRAMACHAND","IRM001A","Fat","PCT_M-M","26.860872954"
"7040835","30/01/2015 11:19:25 AM","FATS011299","SRAMACHAND","IRM001A","Fat","PCT_M-M","27.119765573"
"7041055","30/01/2015 11:43:27 AM","FATS011299","AVERAT","IRM001A","Fat","PCT_M-M","27.171513581"
"7041111","30/01/2015 11:50:14 AM","FATS011299","AVERAT","IRM001A","Fat","PCT_M-M","27.253588517"
"7043317","31/01/2015 07:18:51 AM","FATS011299","WSULLIVAN","IRM001A","Fat","PCT_M-M","27.575432087"
"7043339","31/01/2015 07:27:39 AM","FATS011299","WSULLIVAN","IRM001A","Fat","PCT_M-M","27.544150649"
"7043458","31/01/2015 08:55:27 AM","FATS011299","JLUAK","IRM001A","Fat","PCT_M-M","26.989154429"
"7043461","31/01/2015 08:56:44 AM","FATS011299","JLUAK","IRM001A","Fat","PCT_M-M","27.071770335"
"7045375","01/02/2015 07:17:25 AM","FATS011299","STARONA","IRM001A","Fat","PCT_M-M","27.474275023"
"7045376","01/02/2015 07:22:07 AM","FATS011299","STARONA","IRM001A","Fat","PCT_M-M","27.35937208"
"7045436","01/02/2015 07:50:53 AM","FATS011299","GSTIRLING","IRM001A","Fat","PCT_M-M","27.661805357"
"7045457","01/02/2015 07:53:34 AM","FATS011299","GSTIRLING","IRM001A","Fat","PCT_M-M","27.532492355"
"7045486","01/02/2015 07:56:34 AM","FATS011299","JLEWIS","IRM001A","Fat","PCT_M-M","26.615342315"
"7045512","01/02/2015 08:00:01 AM","FATS011299","JLEWIS","IRM001A","Fat","PCT_M-M","27.465041233"
"7046669","02/02/2015 06:44:30 AM","FATS011299","LNGO","IRM001A","Fat","PCT_M-M","27.336176813"
"7046899","02/02/2015 08:08:30 AM","FATS011299","LNGO","IRM001A","Fat","PCT_M-M","27.40554625"
"7048345","02/02/2015 12:39:26 PM","FATS011299","SPERERA","IRM001A","Fat","PCT_M-M","27.879913945"
"7048358","02/02/2015 12:43:39 PM","FATS011299","SPERERA","IRM001A","Fat","PCT_M-M","27.64250931"
"7049730","03/02/2015 05:55:43 AM","FATS011299","EGRIFFIN","IRM001A","Fat","PCT_M-M","27.507302824"
"7049732","03/02/2015 05:57:53 AM","FATS011299","EGRIFFIN","IRM001A","Fat","PCT_M-M","27.442847497"
"7049847","03/02/2015 07:04:34 AM","FATS011299","AVERAT","IRM001A","Fat","PCT_M-M","27.059316705"
"7049849","03/02/2015 07:04:58 AM","FATS011299","AVERAT","IRM001A","Fat","PCT_M-M","27.195619498"
"7050465","03/02/2015 09:07:24 AM","FATS011299","JBHONGIR","IRM001A","Fat","PCT_M-M","26.655808903"
"7050538","03/02/2015 09:16:20 AM","FATS011299","JBHONGIR","IRM001A","Fat","PCT_M-M","27.686949792"
"7051195","03/02/2015 10:41:43 AM","FATS011299","GSTIRLING","IRM001A","Fat","PCT_M-M","27.056672761"
"7051208","03/02/2015 10:43:34 AM","FATS011299","GSTIRLING","IRM001A","Fat","PCT_M-M","27.085816448"
"7054930","04/02/2015 10:04:20 AM","FATS011299","UPKOSAKUL","IRM001A","Fat","PCT_M-M","27.369813817"
"7054976","04/02/2015 10:09:29 AM","FATS011299","UPKOSAKUL","IRM001A","Fat","PCT_M-M","27.136333986"
"7056180","04/02/2015 12:41:21 PM","FATS011299","SPERERA","IRM001A","Fat","PCT_M-M","27.416591069"
"7056230","04/02/2015 12:46:10 PM","FATS011299","SPERERA","IRM001A","Fat","PCT_M-M","27.172371886"
"7058322","05/02/2015 07:40:47 AM","FATS011299","JLUAK","IRM001A","Fat","PCT_M-M","27.470484336"
"7058331","05/02/2015 07:44:13 AM","FATS011299","JLUAK","IRM001A","Fat","PCT_M-M","27.110047847"
"7058832","05/02/2015 09:36:11 AM","FATS011299","JBHONGIR","IRM001A","Fat","PCT_M-M","27.687391052"
"7058903","05/02/2015 09:47:04 AM","FATS011299","JBHONGIR","IRM001A","Fat","PCT_M-M","27.625679672"
"7061567","05/02/2015 03:21:04 PM","FATS011299","UPKOSAKUL","IRM001A","Fat","PCT_M-M","27.818181818"
"7061578","05/02/2015 03:25:24 PM","FATS011299","UPKOSAKUL","IRM001A","Fat","PCT_M-M","27.386600873"
"7064328","06/02/2015 11:52:27 AM","FATS011299","JBHONGIR","IRM001A","Fat","PCT_M-M","27.676887963"
"7064355","06/02/2015 12:00:46 PM","FATS011299","JBHONGIR","IRM001A","Fat","PCT_M-M","28.094447519"
"7066884","07/02/2015 08:33:06 AM","FATS011299","JLUAK","IRM001A","Fat","PCT_M-M","26.771502541"
"7066893","07/02/2015 08:37:37 AM","FATS011299","JLUAK","IRM001A","Fat","PCT_M-M","26.91597863"
"7068687","08/02/2015 08:00:23 AM","FATS011299","JLEWIS","IRM001A","Fat","PCT_M-M","27.567417806"
"7068689","08/02/2015 08:04:19 AM","FATS011299","JLEWIS","IRM001A","Fat","PCT_M-M","27.235344745"
"7070023","09/02/2015 07:16:48 AM","FATS011299","AVERAT","IRM001A","Fat","PCT_M-M","27.347728662"
"7070026","09/02/2015 07:19:30 AM","FATS011299","AVERAT","IRM001A","Fat","PCT_M-M","27.432077125"
"7070311","09/02/2015 09:19:15 AM","FATS011299","AXING","IRM001A","Fat","PCT_M-M","27.395209581"
"7070335","09/02/2015 09:25:30 AM","FATS011299","AXING","IRM001A","Fat","PCT_M-M","27.012522361"
"7070398","09/02/2015 09:44:01 AM","FATS011299","JBHONGIR","IRM001A","Fat","PCT_M-M","27.695079169"
"7070508","09/02/2015 09:55:32 AM","FATS011299","JBHONGIR","IRM001A","Fat","PCT_M-M","27.432942771"
"7073419","10/02/2015 06:45:29 AM","FATS011299","AVERAT","IRM001A","Fat","PCT_M-M","26.60417472"
"7073428","10/02/2015 06:48:48 AM","FATS011299","AVERAT","IRM001A","Fat","PCT_M-M","27.138551086"
"7073461","10/02/2015 07:03:50 AM","FATS011299","AKADAR","IRM001A","Fat","PCT_M-M","23.401770945"
"7073556","10/02/2015 07:51:59 AM","FATS011299","AKADAR","IRM001A","Fat","PCT_M-M","27.26822994"
"7075359","10/02/2015 12:39:54 PM","FATS011299","SPERERA","IRM001A","Fat","PCT_M-M","27.72845953"
"7075469","10/02/2015 12:49:37 PM","FATS011299","SPERERA","IRM001A","Fat","PCT_M-M","27.758535379"
"7078675","11/02/2015 10:08:56 AM","FATS011299","DSIM","IRM001A","Fat","PCT_M-M","27.819621475"
"7078762","11/02/2015 10:15:30 AM","FATS011299","DSIM","IRM001A","Fat","PCT_M-M","27.571558612"
"7078802","11/02/2015 10:19:47 AM","FATS011299","DSWINDEN","IRM001A","Fat","PCT_M-M","26.345788474"
"7078826","11/02/2015 10:24:54 AM","FATS011299","UPKOSAKUL","IRM001A","Fat","PCT_M-M","27.446828101"
"7078860","11/02/2015 10:34:06 AM","FATS011299","UPKOSAKUL","IRM001A","Fat","PCT_M-M","27.21513569"
"7078861","11/02/2015 10:34:35 AM","FATS011299","DSWINDEN","IRM001A","Fat","PCT_M-M","27.35260771"
"7079925","11/02/2015 12:56:54 PM","FATS011299","WNIE","IRM001A","Fat","PCT_M-M","27.562352084"
"7079943","11/02/2015 01:00:16 PM","FATS011299","WNIE","IRM001A","Fat","PCT_M-M","27.529880478"
"7082394","12/02/2015 06:20:30 AM","FATS011299","EGRIFFIN","IRM001A","Fat","PCT_M-M","27.740135512"
"7082399","12/02/2015 06:28:41 AM","FATS011299","EGRIFFIN","IRM001A","Fat","PCT_M-M","27.230140536"
"7082448","12/02/2015 07:14:55 AM","FATS011299","EGRIFFIN","IRM001A","Fat","PCT_M-M","27.263247701"
"7082548","12/02/2015 07:55:51 AM","FATS011299","SRAMACHAND","IRM001A","Fat","PCT_M-M","27.36978647"
