Sample,Method,Control,Analyte,Units,Result,Outlier
4796617,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3134,No
4796617,OES,SRM75F_CL,Calcium,PCT_M-M,0.5231,No
4796617,OES,SRM75F_CL,Copper,MG_P_KG,4.0835,No
4796617,OES,SRM75F_CL,Zinc,MG_P_KG,41.454,No
4796617,OES,SRM75F_CL,Iron,MG_P_KG,86.0515,No
4796617,OES,SRM75F_CL,Potassium,PCT_M-M,0.752,No
4801836,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0533,No
4801836,OES,SRM75F_CL,Sodium,PCT_M-M,0.1935,No
4801836,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3509,No
4801836,OES,SRM75F_CL,Calcium,PCT_M-M,0.5291,No
4801836,OES,SRM75F_CL,Copper,MG_P_KG,4.0909,No
4801836,OES,SRM75F_CL,Zinc,MG_P_KG,41.9135,No
4801836,OES,SRM75F_CL,Iron,MG_P_KG,88.9498,No
4801836,OES,SRM75F_CL,Potassium,PCT_M-M,0.7828,No
4803186,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0556,No
4803186,OES,SRM75F_CL,Sodium,PCT_M-M,0.1963,No
4803186,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3694,No
4803186,OES,SRM75F_CL,Calcium,PCT_M-M,0.5485,No
4803186,OES,SRM75F_CL,Copper,MG_P_KG,3.9699,No
4803186,OES,SRM75F_CL,Zinc,MG_P_KG,43.417,No
4803186,OES,SRM75F_CL,Potassium,PCT_M-M,0.787,No
4803186,OES,SRM75F_CL,Iron,MG_P_KG,91.9886,No
4806364,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0542,No
4806364,OES,SRM75F_CL,Sodium,PCT_M-M,0.1958,No
4806364,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3529,No
4806364,OES,SRM75F_CL,Calcium,PCT_M-M,0.5368,No
4806364,OES,SRM75F_CL,Copper,MG_P_KG,4.0139,No
4806364,OES,SRM75F_CL,Zinc,MG_P_KG,42.3139,No
4806364,OES,SRM75F_CL,Iron,MG_P_KG,90.0198,No
4806364,OES,SRM75F_CL,Potassium,PCT_M-M,0.7658,No
4809417,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0558,No
4809417,OES,SRM75F_CL,Sodium,PCT_M-M,0.1989,No
4809417,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3643,No
4809417,OES,SRM75F_CL,Calcium,PCT_M-M,0.5566,No
4809417,OES,SRM75F_CL,Copper,MG_P_KG,4.0844,No
4809417,OES,SRM75F_CL,Zinc,MG_P_KG,43.2266,No
4809417,OES,SRM75F_CL,Potassium,PCT_M-M,0.7795,No
4809417,OES,SRM75F_CL,Iron,MG_P_KG,92.2382,No
4809753,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0556,No
4809753,OES,SRM75F_CL,Sodium,PCT_M-M,0.2005,No
4809753,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3448,No
4809753,OES,SRM75F_CL,Calcium,PCT_M-M,0.5394,No
4809753,OES,SRM75F_CL,Copper,MG_P_KG,4.1709,No
4809753,OES,SRM75F_CL,Zinc,MG_P_KG,43.2793,No
4809753,OES,SRM75F_CL,Iron,MG_P_KG,89.7375,No
4809753,OES,SRM75F_CL,Potassium,PCT_M-M,0.8087,No
4810913,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0542,No
4810913,OES,SRM75F_CL,Sodium,PCT_M-M,0.1964,No
4810913,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.331,No
4810913,OES,SRM75F_CL,Calcium,PCT_M-M,0.539,No
4810913,OES,SRM75F_CL,Copper,MG_P_KG,4.0061,No
4810913,OES,SRM75F_CL,Zinc,MG_P_KG,41.4125,No
4810913,OES,SRM75F_CL,Iron,MG_P_KG,88.5318,No
4810913,OES,SRM75F_CL,Potassium,PCT_M-M,0.7936,No
4813675,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0539,No
4813675,OES,SRM75F_CL,Sodium,PCT_M-M,0.1971,No
4813675,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3282,No
4813675,OES,SRM75F_CL,Calcium,PCT_M-M,0.5307,No
4813675,OES,SRM75F_CL,Copper,MG_P_KG,3.8561,No
4813675,OES,SRM75F_CL,Zinc,MG_P_KG,41.0889,No
4813675,OES,SRM75F_CL,Iron,MG_P_KG,86.4791,No
4813675,OES,SRM75F_CL,Potassium,PCT_M-M,0.768,No
4815465,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0541,No
4815465,OES,SRM75F_CL,Sodium,PCT_M-M,0.1939,No
4815465,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3624,No
4815465,OES,SRM75F_CL,Calcium,PCT_M-M,0.5344,No
4815465,OES,SRM75F_CL,Copper,MG_P_KG,4.0449,No
4815465,OES,SRM75F_CL,Zinc,MG_P_KG,42.1845,No
4815465,OES,SRM75F_CL,Iron,MG_P_KG,89.4581,No
4815465,OES,SRM75F_CL,Potassium,PCT_M-M,0.7754,No
4817268,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0547,No
4817268,OES,SRM75F_CL,Sodium,PCT_M-M,0.1906,No
4817268,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3583,No
4817268,OES,SRM75F_CL,Calcium,PCT_M-M,0.5484,No
4817268,OES,SRM75F_CL,Copper,MG_P_KG,4.0949,No
4817268,OES,SRM75F_CL,Zinc,MG_P_KG,44.0399,No
4817268,OES,SRM75F_CL,Potassium,PCT_M-M,0.7662,No
4817268,OES,SRM75F_CL,Iron,MG_P_KG,91.1501,No
4818897,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0549,No
4818897,OES,SRM75F_CL,Sodium,PCT_M-M,0.1946,No
4818897,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3587,No
4818897,OES,SRM75F_CL,Calcium,PCT_M-M,0.5428,No
4818897,OES,SRM75F_CL,Copper,MG_P_KG,4.1017,No
4818897,OES,SRM75F_CL,Zinc,MG_P_KG,42.4394,No
4818897,OES,SRM75F_CL,Iron,MG_P_KG,91.0604,No
4818897,OES,SRM75F_CL,Potassium,PCT_M-M,0.7964,No
4821116,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0547,No
4821116,OES,SRM75F_CL,Sodium,PCT_M-M,0.1939,No
4821116,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3556,No
4821116,OES,SRM75F_CL,Calcium,PCT_M-M,0.5473,No
4821116,OES,SRM75F_CL,Copper,MG_P_KG,4.1171,No
4821116,OES,SRM75F_CL,Zinc,MG_P_KG,42.7735,No
4821116,OES,SRM75F_CL,Iron,MG_P_KG,90.7434,No
4821116,OES,SRM75F_CL,Potassium,PCT_M-M,0.7769,No
4822613,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0549,No
4822613,OES,SRM75F_CL,Sodium,PCT_M-M,0.1987,No
4822613,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.359,No
4822613,OES,SRM75F_CL,Calcium,PCT_M-M,0.5379,No
4822613,OES,SRM75F_CL,Copper,MG_P_KG,4.1773,No
4822613,OES,SRM75F_CL,Zinc,MG_P_KG,44.069,No
4822613,OES,SRM75F_CL,Iron,MG_P_KG,91.1054,No
4822613,OES,SRM75F_CL,Potassium,PCT_M-M,0.8042,No
4823334,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0512,No
4823334,OES,SRM75F_CL,Sodium,PCT_M-M,0.1844,No
4823334,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3425,No
4823334,OES,SRM75F_CL,Calcium,PCT_M-M,0.5136,No
4823334,OES,SRM75F_CL,Copper,MG_P_KG,2.2648,No
4823334,OES,SRM75F_CL,Zinc,MG_P_KG,41.7752,No
4823334,OES,SRM75F_CL,Iron,MG_P_KG,84.6499,No
4823334,OES,SRM75F_CL,Potassium,PCT_M-M,0.7498,No
4824964,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0518,No
4824964,OES,SRM75F_CL,Sodium,PCT_M-M,0.1879,No
4824964,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3442,No
4824964,OES,SRM75F_CL,Calcium,PCT_M-M,0.5127,No
4824964,OES,SRM75F_CL,Copper,MG_P_KG,2.3972,No
4824964,OES,SRM75F_CL,Zinc,MG_P_KG,42.3728,No
4824964,OES,SRM75F_CL,Iron,MG_P_KG,85.2947,No
4824964,OES,SRM75F_CL,Potassium,PCT_M-M,0.7534,No
4827385,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0547,No
4827385,OES,SRM75F_CL,Sodium,PCT_M-M,0.1951,No
4827385,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.36,No
4827385,OES,SRM75F_CL,Calcium,PCT_M-M,0.5365,No
4827385,OES,SRM75F_CL,Copper,MG_P_KG,4.079,No
4827385,OES,SRM75F_CL,Zinc,MG_P_KG,43.2967,No
4827385,OES,SRM75F_CL,Iron,MG_P_KG,91.5221,No
4827385,OES,SRM75F_CL,Potassium,PCT_M-M,0.7959,No
4829706,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0561,No
4829706,OES,SRM75F_CL,Sodium,PCT_M-M,0.2054,No
4829706,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3696,No
4829706,OES,SRM75F_CL,Calcium,PCT_M-M,0.5497,No
4829706,OES,SRM75F_CL,Copper,MG_P_KG,4.1592,No
4829706,OES,SRM75F_CL,Zinc,MG_P_KG,44.1937,No
4829706,OES,SRM75F_CL,Iron,MG_P_KG,92.9953,No
4829706,OES,SRM75F_CL,Potassium,PCT_M-M,0.8249,No
4830581,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0555,No
4830581,OES,SRM75F_CL,Sodium,PCT_M-M,0.1957,No
4830581,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3693,No
4830581,OES,SRM75F_CL,Calcium,PCT_M-M,0.5418,No
4830581,OES,SRM75F_CL,Copper,MG_P_KG,4.1759,No
4830581,OES,SRM75F_CL,Zinc,MG_P_KG,43.2816,No
4830581,OES,SRM75F_CL,Iron,MG_P_KG,91.7188,No
4830581,OES,SRM75F_CL,Potassium,PCT_M-M,0.825,No
4834575,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0564,No
4834575,OES,SRM75F_CL,Sodium,PCT_M-M,0.2085,No
4834575,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3763,No
4834575,OES,SRM75F_CL,Calcium,PCT_M-M,0.5567,No
4834575,OES,SRM75F_CL,Copper,MG_P_KG,4.2705,No
4834575,OES,SRM75F_CL,Zinc,MG_P_KG,44.3247,No
4834575,OES,SRM75F_CL,Iron,MG_P_KG,92.9312,No
4834575,OES,SRM75F_CL,Potassium,PCT_M-M,0.8307,No
4836735,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0557,No
4836735,OES,SRM75F_CL,Sodium,PCT_M-M,0.2054,No
4836735,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3676,No
4836735,OES,SRM75F_CL,Calcium,PCT_M-M,0.5486,No
4836735,OES,SRM75F_CL,Copper,MG_P_KG,4.2186,No
4836735,OES,SRM75F_CL,Zinc,MG_P_KG,43.5112,No
4836735,OES,SRM75F_CL,Iron,MG_P_KG,91.7188,No
4836735,OES,SRM75F_CL,Potassium,PCT_M-M,0.8184,No
4840795,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0527,No
4840795,OES,SRM75F_CL,Sodium,PCT_M-M,0.1904,No
4840795,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.346,No
4840795,OES,SRM75F_CL,Calcium,PCT_M-M,0.5238,No
4840795,OES,SRM75F_CL,Copper,MG_P_KG,3.8448,No
4840795,OES,SRM75F_CL,Zinc,MG_P_KG,41.9164,No
4840795,OES,SRM75F_CL,Iron,MG_P_KG,88.4376,No
4840795,OES,SRM75F_CL,Potassium,PCT_M-M,0.7662,No
4840869,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0517,No
4840869,OES,SRM75F_CL,Sodium,PCT_M-M,0.1849,No
4840869,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3473,No
4840869,OES,SRM75F_CL,Calcium,PCT_M-M,0.5213,No
4840869,OES,SRM75F_CL,Copper,MG_P_KG,4.0318,No
4840869,OES,SRM75F_CL,Zinc,MG_P_KG,40.4051,No
4840869,OES,SRM75F_CL,Potassium,PCT_M-M,0.698,No
4840869,OES,SRM75F_CL,Iron,MG_P_KG,86.2181,No
4844742,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0546,No
4844742,OES,SRM75F_CL,Sodium,PCT_M-M,0.1982,No
4844742,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3629,No
4844742,OES,SRM75F_CL,Calcium,PCT_M-M,0.5378,No
4844742,OES,SRM75F_CL,Copper,MG_P_KG,4.0676,No
4844742,OES,SRM75F_CL,Zinc,MG_P_KG,42.4608,No
4844742,OES,SRM75F_CL,Potassium,PCT_M-M,0.7741,No
4844742,OES,SRM75F_CL,Iron,MG_P_KG,91.0301,No
4845356,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0533,No
4845356,OES,SRM75F_CL,Sodium,PCT_M-M,0.1935,No
4845356,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3556,No
4845356,OES,SRM75F_CL,Calcium,PCT_M-M,0.5368,No
4845356,OES,SRM75F_CL,Copper,MG_P_KG,3.8843,No
4845356,OES,SRM75F_CL,Zinc,MG_P_KG,42.0842,No
4845356,OES,SRM75F_CL,Iron,MG_P_KG,88.4898,No
4845356,OES,SRM75F_CL,Potassium,PCT_M-M,0.7769,No
4846275,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0529,No
4846275,OES,SRM75F_CL,Sodium,PCT_M-M,0.1912,No
4846275,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3524,No
4846275,OES,SRM75F_CL,Calcium,PCT_M-M,0.5338,No
4846275,OES,SRM75F_CL,Copper,MG_P_KG,3.9475,No
4846275,OES,SRM75F_CL,Zinc,MG_P_KG,40.8321,No
4846275,OES,SRM75F_CL,Iron,MG_P_KG,87.6945,No
4846275,OES,SRM75F_CL,Potassium,PCT_M-M,0.7573,No
4850619,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0535,No
4850619,OES,SRM75F_CL,Sodium,PCT_M-M,0.2001,No
4850619,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3651,No
4850619,OES,SRM75F_CL,Calcium,PCT_M-M,0.5292,No
4850619,OES,SRM75F_CL,Copper,MG_P_KG,4.039,No
4850619,OES,SRM75F_CL,Zinc,MG_P_KG,41.4248,No
4850619,OES,SRM75F_CL,Iron,MG_P_KG,89.1049,No
4850619,OES,SRM75F_CL,Potassium,PCT_M-M,0.7922,No
4850888,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0545,No
4850888,OES,SRM75F_CL,Sodium,PCT_M-M,0.1989,No
4850888,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3653,No
4850888,OES,SRM75F_CL,Calcium,PCT_M-M,0.5394,No
4850888,OES,SRM75F_CL,Copper,MG_P_KG,4.1018,No
4850888,OES,SRM75F_CL,Zinc,MG_P_KG,41.8944,No
4850888,OES,SRM75F_CL,Iron,MG_P_KG,89.3996,No
4850888,OES,SRM75F_CL,Potassium,PCT_M-M,0.7886,No
4852694,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0545,No
4852694,OES,SRM75F_CL,Sodium,PCT_M-M,0.2021,No
4852694,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3657,No
4852694,OES,SRM75F_CL,Calcium,PCT_M-M,0.5357,No
4852694,OES,SRM75F_CL,Copper,MG_P_KG,3.9983,No
4852694,OES,SRM75F_CL,Zinc,MG_P_KG,41.7875,No
4852694,OES,SRM75F_CL,Iron,MG_P_KG,88.6833,No
4852694,OES,SRM75F_CL,Potassium,PCT_M-M,0.7933,No
4856734,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0553,No
4856734,OES,SRM75F_CL,Sodium,PCT_M-M,0.1973,No
4856734,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3741,No
4856734,OES,SRM75F_CL,Calcium,PCT_M-M,0.5404,No
4856734,OES,SRM75F_CL,Copper,MG_P_KG,3.7797,No
4856734,OES,SRM75F_CL,Zinc,MG_P_KG,44.136,No
4856734,OES,SRM75F_CL,Iron,MG_P_KG,90.8595,No
4856734,OES,SRM75F_CL,Potassium,PCT_M-M,0.7864,No
4857681,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0544,No
4857681,OES,SRM75F_CL,Sodium,PCT_M-M,0.1989,No
4857681,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3674,No
4857681,OES,SRM75F_CL,Calcium,PCT_M-M,0.5382,No
4857681,OES,SRM75F_CL,Copper,MG_P_KG,3.9885,No
4857681,OES,SRM75F_CL,Zinc,MG_P_KG,42.4434,No
4857681,OES,SRM75F_CL,Potassium,PCT_M-M,0.7727,No
4857681,OES,SRM75F_CL,Iron,MG_P_KG,91.2678,No
4861415,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0523,No
4861415,OES,SRM75F_CL,Sodium,PCT_M-M,0.1988,No
4861415,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3713,No
4861415,OES,SRM75F_CL,Calcium,PCT_M-M,0.5186,No
4861415,OES,SRM75F_CL,Copper,MG_P_KG,3.9332,No
4861415,OES,SRM75F_CL,Zinc,MG_P_KG,41.1721,No
4861415,OES,SRM75F_CL,Iron,MG_P_KG,90.6749,No
4861415,OES,SRM75F_CL,Potassium,PCT_M-M,0.7783,No
4863492,OES,SRM75F_CL,Magnesium,PCT_M-M,0.054,No
4863492,OES,SRM75F_CL,Sodium,PCT_M-M,0.1909,No
4863492,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3789,No
4863492,OES,SRM75F_CL,Calcium,PCT_M-M,0.5339,No
4863492,OES,SRM75F_CL,Copper,MG_P_KG,4.0486,No
4863492,OES,SRM75F_CL,Zinc,MG_P_KG,41.8248,No
4863492,OES,SRM75F_CL,Iron,MG_P_KG,87.7934,No
4863492,OES,SRM75F_CL,Potassium,PCT_M-M,0.7703,No
4865971,OES,SRM75F_CL,Magnesium,PCT_M-M,0.053,No
4865971,OES,SRM75F_CL,Sodium,PCT_M-M,0.1912,No
4865971,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3794,No
4865971,OES,SRM75F_CL,Calcium,PCT_M-M,0.5301,No
4865971,OES,SRM75F_CL,Copper,MG_P_KG,3.9989,No
4865971,OES,SRM75F_CL,Zinc,MG_P_KG,40.825,No
4865971,OES,SRM75F_CL,Iron,MG_P_KG,87.7282,No
4865971,OES,SRM75F_CL,Potassium,PCT_M-M,0.7877,No
4867473,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0562,No
4867473,OES,SRM75F_CL,Sodium,PCT_M-M,0.2032,No
4867473,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3768,No
4867473,OES,SRM75F_CL,Calcium,PCT_M-M,0.5523,No
4867473,OES,SRM75F_CL,Copper,MG_P_KG,4.2988,No
4867473,OES,SRM75F_CL,Zinc,MG_P_KG,44.0993,No
4867473,OES,SRM75F_CL,Iron,MG_P_KG,93.9001,No
4867473,OES,SRM75F_CL,Potassium,PCT_M-M,0.8341,No
4872434,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0545,No
4872434,OES,SRM75F_CL,Sodium,PCT_M-M,0.2007,No
4872434,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3741,No
4872434,OES,SRM75F_CL,Calcium,PCT_M-M,0.5505,No
4872434,OES,SRM75F_CL,Copper,MG_P_KG,4.1536,No
4872434,OES,SRM75F_CL,Zinc,MG_P_KG,42.9066,No
4872434,OES,SRM75F_CL,Potassium,PCT_M-M,0.7963,No
4872434,OES,SRM75F_CL,Iron,MG_P_KG,92.0003,No
4873194,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0539,No
4873194,OES,SRM75F_CL,Sodium,PCT_M-M,0.1899,No
4873194,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3599,No
4873194,OES,SRM75F_CL,Calcium,PCT_M-M,0.5444,No
4873194,OES,SRM75F_CL,Copper,MG_P_KG,4.1343,No
4873194,OES,SRM75F_CL,Zinc,MG_P_KG,42.1933,No
4873194,OES,SRM75F_CL,Potassium,PCT_M-M,0.7285,No
4873194,OES,SRM75F_CL,Iron,MG_P_KG,91.1676,No
4874148,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0519,No
4874148,OES,SRM75F_CL,Sodium,PCT_M-M,0.1928,No
4874148,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3509,No
4874148,OES,SRM75F_CL,Calcium,PCT_M-M,0.5302,No
4874148,OES,SRM75F_CL,Copper,MG_P_KG,4.0924,No
4874148,OES,SRM75F_CL,Zinc,MG_P_KG,41.1472,No
4874148,OES,SRM75F_CL,Iron,MG_P_KG,87.1698,No
4874148,OES,SRM75F_CL,Potassium,PCT_M-M,0.755,No
4877168,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0524,No
4877168,OES,SRM75F_CL,Sodium,PCT_M-M,0.1946,No
4877168,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3491,No
4877168,OES,SRM75F_CL,Calcium,PCT_M-M,0.5397,No
4877168,OES,SRM75F_CL,Copper,MG_P_KG,4.0846,No
4877168,OES,SRM75F_CL,Zinc,MG_P_KG,40.6391,No
4877168,OES,SRM75F_CL,Iron,MG_P_KG,87.205,No
4877168,OES,SRM75F_CL,Potassium,PCT_M-M,0.73,No
4878158,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0541,No
4878158,OES,SRM75F_CL,Sodium,PCT_M-M,0.1973,No
4878158,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3647,No
4878158,OES,SRM75F_CL,Calcium,PCT_M-M,0.5398,No
4878158,OES,SRM75F_CL,Copper,MG_P_KG,4.2486,No
4878158,OES,SRM75F_CL,Zinc,MG_P_KG,42.2487,No
4878158,OES,SRM75F_CL,Potassium,PCT_M-M,0.7464,No
4878158,OES,SRM75F_CL,Iron,MG_P_KG,90.0239,No
4879552,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0538,No
4879552,OES,SRM75F_CL,Sodium,PCT_M-M,0.1956,No
4879552,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3631,No
4879552,OES,SRM75F_CL,Calcium,PCT_M-M,0.543,No
4879552,OES,SRM75F_CL,Copper,MG_P_KG,4.097,No
4879552,OES,SRM75F_CL,Zinc,MG_P_KG,41.8436,No
4879552,OES,SRM75F_CL,Potassium,PCT_M-M,0.7485,No
4879552,OES,SRM75F_CL,Iron,MG_P_KG,89.6904,No
4880525,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0516,No
4880525,OES,SRM75F_CL,Sodium,PCT_M-M,0.1866,No
4880525,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3502,No
4880525,OES,SRM75F_CL,Calcium,PCT_M-M,0.5258,No
4880525,OES,SRM75F_CL,Copper,MG_P_KG,4.3083,No
4880525,OES,SRM75F_CL,Zinc,MG_P_KG,40.8255,No
4880525,OES,SRM75F_CL,Iron,MG_P_KG,88.3661,No
4880525,OES,SRM75F_CL,Potassium,PCT_M-M,0.7532,No
4881974,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0524,No
4881974,OES,SRM75F_CL,Sodium,PCT_M-M,0.1938,No
4881974,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3525,No
4881974,OES,SRM75F_CL,Calcium,PCT_M-M,0.5304,No
4881974,OES,SRM75F_CL,Copper,MG_P_KG,4.2927,No
4881974,OES,SRM75F_CL,Zinc,MG_P_KG,40.3371,No
4881974,OES,SRM75F_CL,Iron,MG_P_KG,89.6484,No
4881974,OES,SRM75F_CL,Potassium,PCT_M-M,0.7825,No
4886010,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0543,No
4886010,OES,SRM75F_CL,Sodium,PCT_M-M,0.2027,No
4886010,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3545,No
4886010,OES,SRM75F_CL,Calcium,PCT_M-M,0.5365,No
4886010,OES,SRM75F_CL,Copper,MG_P_KG,4.1111,No
4886010,OES,SRM75F_CL,Zinc,MG_P_KG,41.9143,No
4886010,OES,SRM75F_CL,Iron,MG_P_KG,90.1487,No
4886010,OES,SRM75F_CL,Potassium,PCT_M-M,0.7841,No
4891402,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0521,No
4891402,OES,SRM75F_CL,Sodium,PCT_M-M,0.1941,No
4891402,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3475,No
4891402,OES,SRM75F_CL,Calcium,PCT_M-M,0.5189,No
4891402,OES,SRM75F_CL,Copper,MG_P_KG,3.8007,No
4891402,OES,SRM75F_CL,Zinc,MG_P_KG,40.4593,No
4891402,OES,SRM75F_CL,Iron,MG_P_KG,86.409,No
4891402,OES,SRM75F_CL,Potassium,PCT_M-M,0.7517,No
4891768,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0528,No
4891768,OES,SRM75F_CL,Sodium,PCT_M-M,0.1924,No
4891768,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3436,No
4891768,OES,SRM75F_CL,Calcium,PCT_M-M,0.534,No
4891768,OES,SRM75F_CL,Copper,MG_P_KG,4.0018,No
4891768,OES,SRM75F_CL,Zinc,MG_P_KG,40.8568,No
4891768,OES,SRM75F_CL,Potassium,PCT_M-M,0.717,No
4891768,OES,SRM75F_CL,Iron,MG_P_KG,87.7194,No
4895729,OES,SRM75F_CL,Magnesium,PCT_M-M,0.056,No
4895729,OES,SRM75F_CL,Sodium,PCT_M-M,0.2035,No
4895729,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3635,No
4895729,OES,SRM75F_CL,Calcium,PCT_M-M,0.5599,No
4895729,OES,SRM75F_CL,Copper,MG_P_KG,4.1935,No
4895729,OES,SRM75F_CL,Zinc,MG_P_KG,43.7955,No
4895729,OES,SRM75F_CL,Potassium,PCT_M-M,0.7836,No
4895729,OES,SRM75F_CL,Iron,MG_P_KG,93.4264,No
4897485,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0566,No
4897485,OES,SRM75F_CL,Sodium,PCT_M-M,0.2029,No
4897485,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3541,No
4897485,OES,SRM75F_CL,Calcium,PCT_M-M,0.5561,No
4897485,OES,SRM75F_CL,Copper,MG_P_KG,4.1912,No
4897485,OES,SRM75F_CL,Zinc,MG_P_KG,43.9544,No
4897485,OES,SRM75F_CL,Potassium,PCT_M-M,0.7814,No
4897485,OES,SRM75F_CL,Iron,MG_P_KG,91.6967,No
4898083,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0566,No
4898083,OES,SRM75F_CL,Sodium,PCT_M-M,0.204,No
4898083,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3634,No
4898083,OES,SRM75F_CL,Calcium,PCT_M-M,0.5579,No
4898083,OES,SRM75F_CL,Copper,MG_P_KG,4.3297,No
4898083,OES,SRM75F_CL,Zinc,MG_P_KG,43.8579,No
4898083,OES,SRM75F_CL,Potassium,PCT_M-M,0.7985,No
4898083,OES,SRM75F_CL,Iron,MG_P_KG,92.9271,No
4899249,OES,SRM75F_CL,Magnesium,PCT_M-M,0.0567,No
4899249,OES,SRM75F_CL,Sodium,PCT_M-M,0.2042,No
4899249,OES,SRM75F_CL,Phosphorus,PCT_M-M,0.3659,No
4899249,OES,SRM75F_CL,Calcium,PCT_M-M,0.5561,No
4899249,OES,SRM75F_CL,Copper,MG_P_KG,4.3693,No
