"","SAMPLE_NUMBER","LOGIN_DATE","ANALYSIS","ASSIGNED_OPERATOR","SAMPLING_POINT","REPORTED_NAME","UNITS","ENTRY","REPORTABLE","NAME","RAW_ENTRY","z_score","z_group"
"512",14045920,2020-04-30 05:48:40,"MICP010406","YYU","IRM001B_CL","Zinc","MG_P_KG",37.46864129,"T","MICP01-20-0323",37.46864129,-0.302283247218159,"-2 to 2"
"513",14045920,2020-04-30 05:48:40,"MICP010406","YYU","IRM001B_CL","Manganese","MG_P_KG",0.5585053517,"T","MICP01-20-0323",0.5585053517,2.59322486828276,"2 to 3"
"514",14045920,2020-04-30 05:48:40,"MICP010406","YYU","IRM001B_CL","Calcium","PCT_M-M",0.7061015359,"T","MICP01-20-0323",0.7061015359,0.488173626146261,"-2 to 2"
"515",14045920,2020-04-30 05:48:40,"MICP010406","YYU","IRM001B_CL","Magnesium","PCT_M-M",0.06788849579,"T","MICP01-20-0323",0.06788849579,0.204027670214684,"-2 to 2"
"516",14045920,2020-04-30 05:48:40,"MICP010406","YYU","IRM001B_CL","Sodium","PCT_M-M",0.1801028214,"T","MICP01-20-0323",0.1801028214,0.115777823076677,"-2 to 2"
"517",14045920,2020-04-30 05:48:40,"MICP010406","YYU","IRM001B_CL","Potassium","PCT_M-M",0.6704705522,"T","MICP01-20-0323",0.6704705522,-0.857257093853299,"-2 to 2"
"518",14045920,2020-04-30 05:48:40,"MICP010406","YYU","IRM001B_CL","Phosphorus","PCT_M-M",0.4463095495,"T","MICP01-20-0323",0.4463095495,-0.734437172270665,"-2 to 2"
"519",14046069,2020-04-30 07:05:52,"MICP010406","SLOUYEH","IRM001B_CL","Iron","MG_P_KG",83.368607723,"T","MICP01-20-0324",83.368607723,-1.98962753631474,"-2 to 2"
"520",14046069,2020-04-30 07:05:52,"MICP010406","SLOUYEH","IRM001B_CL","Zinc","MG_P_KG",37.899949976,"T","MICP01-20-0324",37.899949976,0.260162385735227,"-2 to 2"
"521",14046069,2020-04-30 07:05:52,"MICP010406","SLOUYEH","IRM001B_CL","Copper","MG_P_KG",0.2288607325,"T","MICP01-20-0324",0.2288607325,-0.156706821187065,"-2 to 2"
"522",14046069,2020-04-30 07:05:52,"MICP010406","SLOUYEH","IRM001B_CL","Manganese","MG_P_KG",0.5524685141,"T","MICP01-20-0324",0.5524685141,2.30164440129555,"2 to 3"
"523",14046069,2020-04-30 07:05:52,"MICP010406","SLOUYEH","IRM001B_CL","Calcium","PCT_M-M",0.6763571945,"T","MICP01-20-0324",0.6763571945,-1.43819296554051,"-2 to 2"
"524",14046069,2020-04-30 07:05:52,"MICP010406","SLOUYEH","IRM001B_CL","Magnesium","PCT_M-M",0.06642623675,"T","MICP01-20-0324",0.06642623675,-0.855240506253401,"-2 to 2"
"525",14046069,2020-04-30 07:05:52,"MICP010406","SLOUYEH","IRM001B_CL","Sodium","PCT_M-M",0.1780470977,"T","MICP01-20-0324",0.1780470977,-0.300212137417696,"-2 to 2"
"526",14046069,2020-04-30 07:05:52,"MICP010406","SLOUYEH","IRM001B_CL","Potassium","PCT_M-M",0.6629266356,"T","MICP01-20-0324",0.6629266356,-1.32122309463461,"-2 to 2"
"527",14046069,2020-04-30 07:05:52,"MICP010406","SLOUYEH","IRM001B_CL","Phosphorus","PCT_M-M",0.485487715,"T","MICP01-20-0324",0.485487715,0.82334708055512,"-2 to 2"
"528",14046143,2020-04-30 07:21:31,"MICP010406","YYU","IRM001B_CL","Iron","MG_P_KG",87.754868769,"T","MICP01-20-0325",87.754868769,0.180234664563638,"-2 to 2"
"529",14046143,2020-04-30 07:21:31,"MICP010406","YYU","IRM001B_CL","Zinc","MG_P_KG",37.069507537,"T","MICP01-20-0325",37.069507537,-0.822771342232191,"-2 to 2"
"530",14046143,2020-04-30 07:21:31,"MICP010406","YYU","IRM001B_CL","Copper","MG_P_KG",0.1198385016,"T","MICP01-20-0325",0.1198385016,-2.12875062523313,"-2 to -3"
"531",14046143,2020-04-30 07:21:31,"MICP010406","YYU","IRM001B_CL","Calcium","PCT_M-M",0.6989715252,"T","MICP01-20-0325",0.6989715252,0.0264046386894016,"-2 to 2"
"532",14046143,2020-04-30 07:21:31,"MICP010406","YYU","IRM001B_CL","Magnesium","PCT_M-M",0.06737571732,"T","MICP01-20-0325",0.06737571732,-0.167431763436004,"-2 to 2"
"533",14046143,2020-04-30 07:21:31,"MICP010406","YYU","IRM001B_CL","Sodium","PCT_M-M",0.1769713606,"T","MICP01-20-0325",0.1769713606,-0.517895006828273,"-2 to 2"
"534",14046143,2020-04-30 07:21:31,"MICP010406","YYU","IRM001B_CL","Potassium","PCT_M-M",0.6648938516,"T","MICP01-20-0325",0.6648938516,-1.20023536523778,"-2 to 2"
"535",14046143,2020-04-30 07:21:31,"MICP010406","YYU","IRM001B_CL","Phosphorus","PCT_M-M",0.4608216809,"T","MICP01-20-0325",0.4608216809,-0.157412457577003,"-2 to 2"
"536",14049602,2020-04-30 15:50:03,"MICP010406","KWORKMAN","IRM001B_CL","Iron","MG_P_KG",88.231969088,"T","MICP01-20-0326",88.231969088,0.416253893097516,"-2 to 2"
"537",14049602,2020-04-30 15:50:03,"MICP010406","KWORKMAN","IRM001B_CL","Zinc","MG_P_KG",37.312368955,"T","MICP01-20-0326",37.312368955,-0.506069294717746,"-2 to 2"
"538",14049602,2020-04-30 15:50:03,"MICP010406","KWORKMAN","IRM001B_CL","Copper","MG_P_KG",0.21482164,"T","MICP01-20-0326",0.21482164,-0.410652325241638,"-2 to 2"
"539",14049602,2020-04-30 15:50:03,"MICP010406","KWORKMAN","IRM001B_CL","Manganese","MG_P_KG",0.5214987776,"T","MICP01-20-0326",0.5214987776,0.80579991623922,"-2 to 2"
"540",14049602,2020-04-30 15:50:03,"MICP010406","KWORKMAN","IRM001B_CL","Calcium","PCT_M-M",0.6939826806,"T","MICP01-20-0326",0.6939826806,-0.296693574826835,"-2 to 2"
"541",14049602,2020-04-30 15:50:03,"MICP010406","KWORKMAN","IRM001B_CL","Magnesium","PCT_M-M",0.06692092298,"T","MICP01-20-0326",0.06692092298,-0.496887186874386,"-2 to 2"
"542",14049602,2020-04-30 15:50:03,"MICP010406","KWORKMAN","IRM001B_CL","Sodium","PCT_M-M",0.1772801116,"T","MICP01-20-0326",0.1772801116,-0.455417098784207,"-2 to 2"
"543",14049602,2020-04-30 15:50:03,"MICP010406","KWORKMAN","IRM001B_CL","Potassium","PCT_M-M",0.6629773073,"T","MICP01-20-0326",0.6629773073,-1.31810668345877,"-2 to 2"
"544",14049602,2020-04-30 15:50:03,"MICP010406","KWORKMAN","IRM001B_CL","Phosphorus","PCT_M-M",0.4518504302,"T","MICP01-20-0326",0.4518504302,-0.514123214455405,"-2 to 2"
"545",14050840,2020-05-01 05:50:24,"MICP010406","YYU","IRM001B_CL","Iron","MG_P_KG",88.676408732,"T","MICP01-20-0327",88.676408732,0.636116043109515,"-2 to 2"
"546",14050840,2020-05-01 05:50:24,"MICP010406","YYU","IRM001B_CL","Zinc","MG_P_KG",37.482738387,"T","MICP01-20-0327",37.482738387,-0.283900008247246,"-2 to 2"
"547",14050840,2020-05-01 05:50:24,"MICP010406","YYU","IRM001B_CL","Copper","MG_P_KG",0.2361669142,"T","MICP01-20-0327",0.2361669142,-0.0245492764938597,"-2 to 2"
"548",14050840,2020-05-01 05:50:24,"MICP010406","YYU","IRM001B_CL","Manganese","MG_P_KG",0.4974597284,"T","MICP01-20-0327",0.4974597284,-0.355290982025857,"-2 to 2"
"549",14050840,2020-05-01 05:50:24,"MICP010406","YYU","IRM001B_CL","Calcium","PCT_M-M",0.6987431279,"T","MICP01-20-0327",0.6987431279,0.0116126847363888,"-2 to 2"
"550",14050840,2020-05-01 05:50:24,"MICP010406","YYU","IRM001B_CL","Magnesium","PCT_M-M",0.06718810773,"T","MICP01-20-0327",0.06718810773,-0.303337141929833,"-2 to 2"
"551",14050840,2020-05-01 05:50:24,"MICP010406","YYU","IRM001B_CL","Sodium","PCT_M-M",0.1790287916,"T","MICP01-20-0327",0.1790287916,-0.101559562327686,"-2 to 2"
"552",14050840,2020-05-01 05:50:24,"MICP010406","YYU","IRM001B_CL","Potassium","PCT_M-M",0.6660648863,"T","MICP01-20-0327",0.6660648863,-1.12821438259129,"-2 to 2"
"553",14050840,2020-05-01 05:50:24,"MICP010406","YYU","IRM001B_CL","Phosphorus","PCT_M-M",0.4791452758,"T","MICP01-20-0327",0.4791452758,0.571161921189632,"-2 to 2"
