"","SAMPLE_NUMBER","LOGIN_DATE","ANALYSIS","ASSIGNED_OPERATOR","SAMPLING_POINT","REPORTED_NAME","UNITS","ENTRY","REPORTABLE","NAME","RAW_ENTRY","z_score"
"429",14016957,2020-04-22 16:31:30,"MICP010406","TCACOPARDO","IRM001B_CL","Potassium","PCT_M-M",0.6707876931,"T","MICP01-20-0301",0.6707876931,-0.874813143558964
"430",14016957,2020-04-22 16:31:30,"MICP010406","TCACOPARDO","IRM001B_CL","Phosphorus","PCT_M-M",0.4457967732,"T","MICP01-20-0301",0.4457967732,-0.794913973728463
"431",14017622,2020-04-22 18:35:24,"MICP010406","APOWERS","IRM001B_CL","Iron","MG_P_KG",89.549158188,"T","MICP01-20-0300",89.549158188,1.0129471130138
"432",14017622,2020-04-22 18:35:24,"MICP010406","APOWERS","IRM001B_CL","Zinc","MG_P_KG",37.764094165,"T","MICP01-20-0300",37.764094165,0.104553109776104
"433",14017622,2020-04-22 18:35:24,"MICP010406","APOWERS","IRM001B_CL","Copper","MG_P_KG",0.1882791114,"T","MICP01-20-0300",0.1882791114,-0.882707019259071
"434",14017622,2020-04-22 18:35:24,"MICP010406","APOWERS","IRM001B_CL","Calcium","PCT_M-M",0.6993391772,"T","MICP01-20-0300",0.6993391772,0.0758512503272413
"435",14017622,2020-04-22 18:35:24,"MICP010406","APOWERS","IRM001B_CL","Magnesium","PCT_M-M",0.06683215158,"T","MICP01-20-0300",0.06683215158,-0.551836186478839
"436",14017622,2020-04-22 18:35:24,"MICP010406","APOWERS","IRM001B_CL","Sodium","PCT_M-M",0.1814287102,"T","MICP01-20-0300",0.1814287102,0.443855460281912
"437",14017622,2020-04-22 18:35:24,"MICP010406","APOWERS","IRM001B_CL","Phosphorus","PCT_M-M",0.4357807345,"T","MICP01-20-0300",0.4357807345,-1.1975436709415
"438",14018382,2020-04-23 05:55:02,"MICP010406","YYU","IRM001B_CL","Iron","MG_P_KG",85.911873802,"T","MICP01-20-0302",85.911873802,-0.818097480067488
"439",14018382,2020-04-23 05:55:02,"MICP010406","YYU","IRM001B_CL","Zinc","MG_P_KG",37.205301183,"T","MICP01-20-0302",37.205301183,-0.63427198886396
"440",14018382,2020-04-23 05:55:02,"MICP010406","YYU","IRM001B_CL","Copper","MG_P_KG",0.3240553195,"T","MICP01-20-0302",0.3240553195,1.6089661954853
"441",14018382,2020-04-23 05:55:02,"MICP010406","YYU","IRM001B_CL","Manganese","MG_P_KG",0.50045779,"T","MICP01-20-0302",0.50045779,-0.247680976377036
"442",14018382,2020-04-23 05:55:02,"MICP010406","YYU","IRM001B_CL","Calcium","PCT_M-M",0.7078217138,"T","MICP01-20-0302",0.7078217138,0.632423390612161
"443",14018382,2020-04-23 05:55:02,"MICP010406","YYU","IRM001B_CL","Magnesium","PCT_M-M",0.06833820988,"T","MICP01-20-0302",0.06833820988,0.546720457834254
"444",14018382,2020-04-23 05:55:02,"MICP010406","YYU","IRM001B_CL","Sodium","PCT_M-M",0.1805990777,"T","MICP01-20-0302",0.1805990777,0.283085582442992
"445",14018382,2020-04-23 05:55:02,"MICP010406","YYU","IRM001B_CL","Potassium","PCT_M-M",0.6892394376,"T","MICP01-20-0302",0.6892394376,0.288033926283613
"446",14018382,2020-04-23 05:55:02,"MICP010406","YYU","IRM001B_CL","Phosphorus","PCT_M-M",0.4251047771,"T","MICP01-20-0302",0.4251047771,-1.62670110774547
"447",14018507,2020-04-23 07:00:51,"MICP010406","SLOUYEH","IRM001B_CL","Iron","MG_P_KG",84.701350925,"T","MICP01-20-0303",84.701350925,-1.42748655540719
"448",14018507,2020-04-23 07:00:51,"MICP010406","SLOUYEH","IRM001B_CL","Zinc","MG_P_KG",37.271311887,"T","MICP01-20-0303",37.271311887,-0.546993933367371
"449",14018507,2020-04-23 07:00:51,"MICP010406","SLOUYEH","IRM001B_CL","Copper","MG_P_KG",0.3646510574,"T","MICP01-20-0303",0.3646510574,2.35395174320154
"450",14018507,2020-04-23 07:00:51,"MICP010406","SLOUYEH","IRM001B_CL","Manganese","MG_P_KG",0.5141349363,"T","MICP01-20-0303",0.5141349363,0.418731781951223
"451",14018507,2020-04-23 07:00:51,"MICP010406","SLOUYEH","IRM001B_CL","Calcium","PCT_M-M",0.7049536911,"T","MICP01-20-0303",0.7049536911,0.444241292756576
"452",14018507,2020-04-23 07:00:51,"MICP010406","SLOUYEH","IRM001B_CL","Magnesium","PCT_M-M",0.06875364486,"T","MICP01-20-0303",0.06875364486,0.849749137108543
"453",14018507,2020-04-23 07:00:51,"MICP010406","SLOUYEH","IRM001B_CL","Sodium","PCT_M-M",0.1827543408,"T","MICP01-20-0303",0.1827543408,0.700742057204683
"454",14018507,2020-04-23 07:00:51,"MICP010406","SLOUYEH","IRM001B_CL","Potassium","PCT_M-M",0.6945236635,"T","MICP01-20-0303",0.6945236635,0.621051035002053
"455",14018507,2020-04-23 07:00:51,"MICP010406","SLOUYEH","IRM001B_CL","Phosphorus","PCT_M-M",0.4491771554,"T","MICP01-20-0303",0.4491771554,-0.659027691494912
"456",14019327,2020-04-23 09:34:37,"MICP010406","SLOUYEH","IRM001B_CL","Iron","MG_P_KG",85.052293891,"T","MICP01-20-0304",85.052293891,-1.25081842826058
"457",14019327,2020-04-23 09:34:37,"MICP010406","SLOUYEH","IRM001B_CL","Zinc","MG_P_KG",37.453102944,"T","MICP01-20-0304",37.453102944,-0.306633370607288
"458",14019327,2020-04-23 09:34:37,"MICP010406","SLOUYEH","IRM001B_CL","Calcium","PCT_M-M",0.7028138398,"T","MICP01-20-0304",0.7028138398,0.303837345907418
"459",14019327,2020-04-23 09:34:37,"MICP010406","SLOUYEH","IRM001B_CL","Magnesium","PCT_M-M",0.06774599095,"T","MICP01-20-0304",0.06774599095,0.114741137751168
"460",14019327,2020-04-23 09:34:37,"MICP010406","SLOUYEH","IRM001B_CL","Sodium","PCT_M-M",0.1785838759,"T","MICP01-20-0304",0.1785838759,-0.107429190310932
"461",14019327,2020-04-23 09:34:37,"MICP010406","SLOUYEH","IRM001B_CL","Potassium","PCT_M-M",0.6818831818,"T","MICP01-20-0304",0.6818831818,-0.17556454279569
"462",14019327,2020-04-23 09:34:37,"MICP010406","SLOUYEH","IRM001B_CL","Phosphorus","PCT_M-M",0.435189797,"T","MICP01-20-0304",0.435189797,-1.22129847000162
"463",14019327,2020-04-23 09:34:37,"MICP010406","SLOUYEH","IRM001B_CL","Sulphur","PCT_M-M",0.19519965,"T","MICP01-20-0304",0.19519965,-1.37858540241744
"464",14019888,2020-04-23 10:58:16,"MICP010406","YYU","IRM001B_CL","Potassium","PCT_M-M",0.6914172064,"T","MICP01-20-0306",0.6914172064,0.425279056025936
"465",14019888,2020-04-23 10:58:16,"MICP010406","YYU","IRM001B_CL","Phosphorus","PCT_M-M",0.4541916105,"T","MICP01-20-0306",0.4541916105,-0.457454135414166
"466",14022569,2020-04-23 16:25:23,"MICP010406","TCACOPARDO","IRM001B_CL","Iron","MG_P_KG",85.993636983,"T","MICP01-20-0310",85.993636983,-0.776937093747568
"467",14022569,2020-04-23 16:25:23,"MICP010406","TCACOPARDO","IRM001B_CL","Manganese","MG_P_KG",NA,"T","MICP01-20-0310",0,-24.6322601089967
"468",14022569,2020-04-23 16:25:23,"MICP010406","TCACOPARDO","IRM001B_CL","Calcium","PCT_M-M",0.6944282355,"T","MICP01-20-0310",0.6944282355,-0.246374690057561
"469",14022569,2020-04-23 16:25:23,"MICP010406","TCACOPARDO","IRM001B_CL","Magnesium","PCT_M-M",0.06674650414,"T","MICP01-20-0310",0.06674650414,-0.614309574315426
"470",14022569,2020-04-23 16:25:23,"MICP010406","TCACOPARDO","IRM001B_CL","Sodium","PCT_M-M",0.1770899413,"T","MICP01-20-0310",0.1770899413,-0.396930485331719
"471",14022569,2020-04-23 16:25:23,"MICP010406","TCACOPARDO","IRM001B_CL","Potassium","PCT_M-M",0.6612988238,"T","MICP01-20-0310",0.6612988238,-1.4728110110031
"472",14022569,2020-04-23 16:25:23,"MICP010406","TCACOPARDO","IRM001B_CL","Phosphorus","PCT_M-M",0.4473493216,"T","MICP01-20-0310",0.4473493216,-0.732503862213958
"473",14023904,2020-04-24 05:39:50,"MICP010406","SLOUYEH","IRM001B_CL","Iron","MG_P_KG",82.881588352,"T","MICP01-20-0308",82.881588352,-2.34357286221579
"474",14023904,2020-04-24 05:39:50,"MICP010406","SLOUYEH","IRM001B_CL","Zinc","MG_P_KG",38.412010075,"T","MICP01-20-0308",38.412010075,0.961214792252661
"475",14023904,2020-04-24 05:39:50,"MICP010406","SLOUYEH","IRM001B_CL","Copper","MG_P_KG",0.2565059762,"T","MICP01-20-0308",0.2565059762,0.369346296465728
"476",14023904,2020-04-24 05:39:50,"MICP010406","SLOUYEH","IRM001B_CL","Manganese","MG_P_KG",0.4952404511,"T","MICP01-20-0308",0.4952404511,-0.501893451056959
"477",14023904,2020-04-24 05:39:50,"MICP010406","SLOUYEH","IRM001B_CL","Calcium","PCT_M-M",0.6971947211,"T","MICP01-20-0308",0.6971947211,-0.0648548353174783
"478",14023904,2020-04-24 05:39:50,"MICP010406","SLOUYEH","IRM001B_CL","Magnesium","PCT_M-M",0.06784932826,"T","MICP01-20-0308",0.06784932826,0.190117959821026
"479",14023904,2020-04-24 05:39:50,"MICP010406","SLOUYEH","IRM001B_CL","Sodium","PCT_M-M",0.1816289066,"T","MICP01-20-0308",0.1816289066,0.482650409577884
"480",14023904,2020-04-24 05:39:50,"MICP010406","SLOUYEH","IRM001B_CL","Potassium","PCT_M-M",0.6916225759,"T","MICP01-20-0308",0.6916225759,0.438221643720556
"481",14023904,2020-04-24 05:39:50,"MICP010406","SLOUYEH","IRM001B_CL","Phosphorus","PCT_M-M",0.4613936779,"T","MICP01-20-0308",0.4613936779,-0.167941853820254
"482",14023939,2020-04-24 06:02:01,"MICP010406","YYU","IRM001B_CL","Iron","MG_P_KG",85.928755456,"T","MICP01-20-0307",85.928755456,-0.809599090060386
"483",14023939,2020-04-24 06:02:01,"MICP010406","YYU","IRM001B_CL","Zinc","MG_P_KG",38.308635346,"T","MICP01-20-0307",38.308635346,0.82453475722976
"484",14023939,2020-04-24 06:02:01,"MICP010406","YYU","IRM001B_CL","Copper","MG_P_KG",NA,"T","MICP01-20-0307",0.4578756234,4.06474597813325
"485",14023939,2020-04-24 06:02:01,"MICP010406","YYU","IRM001B_CL","Manganese","MG_P_KG",NA,"T","MICP01-20-0307",0.760221255,12.4091761944464
"486",14023939,2020-04-24 06:02:01,"MICP010406","YYU","IRM001B_CL","Calcium","PCT_M-M",0.7137566285,"T","MICP01-20-0307",0.7137566285,1.02183617274945
"487",14023939,2020-04-24 06:02:01,"MICP010406","YYU","IRM001B_CL","Magnesium","PCT_M-M",0.06879742385,"T","MICP01-20-0307",0.06879742385,0.881682628890242
"488",14023939,2020-04-24 06:02:01,"MICP010406","YYU","IRM001B_CL","Sodium","PCT_M-M",0.1810977435,"T","MICP01-20-0307",0.1810977435,0.379719260304509
"489",14023939,2020-04-24 06:02:01,"MICP010406","YYU","IRM001B_CL","Potassium","PCT_M-M",0.6919218386,"T","MICP01-20-0307",0.6919218386,0.457081473142549
"490",14023939,2020-04-24 06:02:01,"MICP010406","YYU","IRM001B_CL","Phosphorus","PCT_M-M",0.437404568,"T","MICP01-20-0307",0.437404568,-1.13226800557997
"491",14024994,2020-04-24 09:37:20,"MICP010406","YYU","IRM001B_CL","Iron","MG_P_KG",84.106617452,"T","MICP01-20-0309",84.106617452,-1.72688121210564
"492",14024994,2020-04-24 09:37:20,"MICP010406","YYU","IRM001B_CL","Zinc","MG_P_KG",35.650227391,"T","MICP01-20-0309",35.650227391,-2.69035999421936
"493",14024994,2020-04-24 09:37:20,"MICP010406","YYU","IRM001B_CL","Copper","MG_P_KG",0.1348112724,"T","MICP01-20-0309",0.1348112724,-1.86391266751553
"494",14024994,2020-04-24 09:37:20,"MICP010406","YYU","IRM001B_CL","Manganese","MG_P_KG",NA,"T","MICP01-20-0309",0.1785993754,-15.9300864402089
"495",14024994,2020-04-24 09:37:20,"MICP010406","YYU","IRM001B_CL","Calcium","PCT_M-M",0.6791570681,"T","MICP01-20-0309",0.6791570681,-1.24837523839204
"496",14024994,2020-04-24 09:37:20,"MICP010406","YYU","IRM001B_CL","Magnesium","PCT_M-M",0.06541278148,"T","MICP01-20-0309",0.06541278148,-1.58716028654478
"497",14024994,2020-04-24 09:37:20,"MICP010406","YYU","IRM001B_CL","Sodium","PCT_M-M",0.1741297032,"T","MICP01-20-0309",0.1741297032,-0.970578597852756
"498",14024994,2020-04-24 09:37:20,"MICP010406","YYU","IRM001B_CL","Potassium","PCT_M-M",0.6605830594,"T","MICP01-20-0309",0.6605830594,-1.51791918683102
"499",14024994,2020-04-24 09:37:20,"MICP010406","YYU","IRM001B_CL","Phosphorus","PCT_M-M",0.5012110468,"T","MICP01-20-0309",0.5012110468,1.43265651288004
"500",14031824,2020-04-27 05:45:06,"MICP010406","YYU","IRM001B_CL","Iron","MG_P_KG",86.81185799,"T","MICP01-20-0311",86.81185799,-0.365036623006411
"501",14031824,2020-04-27 05:45:06,"MICP010406","YYU","IRM001B_CL","Zinc","MG_P_KG",37.090744771,"T","MICP01-20-0311",37.090744771,-0.78573622539182
"502",14031824,2020-04-27 05:45:06,"MICP010406","YYU","IRM001B_CL","Copper","MG_P_KG",0.1998918352,"T","MICP01-20-0311",0.1998918352,-0.669598159852911
"503",14031824,2020-04-27 05:45:06,"MICP010406","YYU","IRM001B_CL","Manganese","MG_P_KG",0.4807641271,"T","MICP01-20-0311",0.4807641271,-1.20724578082575
"504",14031824,2020-04-27 05:45:06,"MICP010406","YYU","IRM001B_CL","Calcium","PCT_M-M",0.6952932235,"T","MICP01-20-0311",0.6952932235,-0.189619471049042
"505",14031824,2020-04-27 05:45:06,"MICP010406","YYU","IRM001B_CL","Magnesium","PCT_M-M",0.06754721355,"T","MICP01-20-0311",0.06754721355,-0.0302520763291134
"506",14031824,2020-04-27 05:45:06,"MICP010406","YYU","IRM001B_CL","Sodium","PCT_M-M",0.180589971,"T","MICP01-20-0311",0.180589971,0.28132084559081
"507",14031824,2020-04-27 05:45:06,"MICP010406","YYU","IRM001B_CL","Potassium","PCT_M-M",0.6701263969,"T","MICP01-20-0311",0.6701263969,-0.916488679900149
"508",14031824,2020-04-27 05:45:06,"MICP010406","YYU","IRM001B_CL","Phosphorus","PCT_M-M",0.4739099827,"T","MICP01-20-0311",0.4739099827,0.335194781609292
"509",14031843,2020-04-27 05:54:51,"MICP010406","SLOUYEH","IRM001B_CL","Iron","MG_P_KG",87.208654665,"T","MICP01-20-0312",87.208654665,-0.165285289536884
"510",14031843,2020-04-27 05:54:51,"MICP010406","SLOUYEH","IRM001B_CL","Zinc","MG_P_KG",37.164196431,"T","MICP01-20-0312",37.164196431,-0.688619884111823
"511",14031843,2020-04-27 05:54:51,"MICP010406","SLOUYEH","IRM001B_CL","Copper","MG_P_KG",0.2310181513,"T","MICP01-20-0312",0.2310181513,-0.0983890416625171
"512",14031843,2020-04-27 05:54:51,"MICP010406","SLOUYEH","IRM001B_CL","Manganese","MG_P_KG",0.4770448028,"T","MICP01-20-0312",0.4770448028,-1.38846817265469
"513",14031843,2020-04-27 05:54:51,"MICP010406","SLOUYEH","IRM001B_CL","Calcium","PCT_M-M",0.7217761516,"T","MICP01-20-0312",0.7217761516,1.54802820071328
"514",14031843,2020-04-27 05:54:51,"MICP010406","SLOUYEH","IRM001B_CL","Magnesium","PCT_M-M",0.069201182,"T","MICP01-20-0312",0.069201182,1.17619393590808
"515",14031843,2020-04-27 05:54:51,"MICP010406","SLOUYEH","IRM001B_CL","Sodium","PCT_M-M",0.1832049495,"T","MICP01-20-0312",0.1832049495,0.788063016366906
"516",14031843,2020-04-27 05:54:51,"MICP010406","SLOUYEH","IRM001B_CL","Potassium","PCT_M-M",0.6874758054,"T","MICP01-20-0312",0.6874758054,0.176888092021168
"517",14031843,2020-04-27 05:54:51,"MICP010406","SLOUYEH","IRM001B_CL","Phosphorus","PCT_M-M",0.4502386914,"T","MICP01-20-0312",0.4502386914,-0.616355540252053
"518",14031901,2020-04-27 06:38:00,"MICP010406","SLOUYEH","IRM001B_CL","Iron","MG_P_KG",87.774243679,"T","MICP01-20-0313",87.774243679,0.119437760983167
"519",14031901,2020-04-27 06:38:00,"MICP010406","SLOUYEH","IRM001B_CL","Zinc","MG_P_KG",37.74322562,"T","MICP01-20-0313",37.74322562,0.0769611297141491
"520",14031901,2020-04-27 06:38:00,"MICP010406","SLOUYEH","IRM001B_CL","Copper","MG_P_KG",0.330555484,"T","MICP01-20-0313",0.330555484,1.72825282163819
"521",14031901,2020-04-27 06:38:00,"MICP010406","SLOUYEH","IRM001B_CL","Calcium","PCT_M-M",0.7048606624,"T","MICP01-20-0313",0.7048606624,0.438137318779394
"522",14031901,2020-04-27 06:38:00,"MICP010406","SLOUYEH","IRM001B_CL","Magnesium","PCT_M-M",0.06913685725,"T","MICP01-20-0313",0.06913685725,1.12927385219932
"523",14031901,2020-04-27 06:38:00,"MICP010406","SLOUYEH","IRM001B_CL","Sodium","PCT_M-M",0.1840438595,"T","MICP01-20-0313",0.1840438595,0.950630729442089
"524",14031901,2020-04-27 06:38:00,"MICP010406","SLOUYEH","IRM001B_CL","Potassium","PCT_M-M",0.6888108597,"T","MICP01-20-0313",0.6888108597,0.261024525887123
"525",14031901,2020-04-27 06:38:00,"MICP010406","SLOUYEH","IRM001B_CL","Phosphorus","PCT_M-M",0.4205942,"T","MICP01-20-0313",0.4205942,-1.80801952577725
"526",14035973,2020-04-28 05:39:02,"MICP010406","YYU","IRM001B_CL","Iron","MG_P_KG",90.849724886,"T","MICP01-20-0316",90.849724886,1.66766512997187
"527",14035973,2020-04-28 05:39:02,"MICP010406","YYU","IRM001B_CL","Zinc","MG_P_KG",37.954504133,"T","MICP01-20-0316",37.954504133,0.356309427269814
"528",14035973,2020-04-28 05:39:02,"MICP010406","YYU","IRM001B_CL","Copper","MG_P_KG",0.1746178802,"T","MICP01-20-0316",0.1746178802,-1.13340870210766
"529",14035973,2020-04-28 05:39:02,"MICP010406","YYU","IRM001B_CL","Manganese","MG_P_KG",0.5248729221,"T","MICP01-20-0316",0.5248729221,0.94193527622603
"530",14035973,2020-04-28 05:39:02,"MICP010406","YYU","IRM001B_CL","Calcium","PCT_M-M",0.7225449808,"T","MICP01-20-0316",0.7225449808,1.59847406773819
"531",14035973,2020-04-28 05:39:02,"MICP010406","YYU","IRM001B_CL","Magnesium","PCT_M-M",0.07075055638,"T","MICP01-20-0316",0.07075055638,2.30634641385497
"532",14035973,2020-04-28 05:39:02,"MICP010406","YYU","IRM001B_CL","Sodium","PCT_M-M",0.1878256587,"T","MICP01-20-0316",0.1878256587,1.68348460799111
"533",14035973,2020-04-28 05:39:02,"MICP010406","YYU","IRM001B_CL","Potassium","PCT_M-M",0.7036177664,"T","MICP01-20-0316",0.7036177664,1.19417033600429
"534",14035973,2020-04-28 05:39:02,"MICP010406","YYU","IRM001B_CL","Phosphorus","PCT_M-M",0.4628931742,"T","MICP01-20-0316",0.4628931742,-0.107664356965029
"535",14036563,2020-04-28 08:39:54,"MICP010406","TCACOPARDO","IRM001B_CL","Iron","MG_P_KG",87.599761186,"T","MICP01-20-0319",87.599761186,0.0316015646646448
"536",14036563,2020-04-28 08:39:54,"MICP010406","TCACOPARDO","IRM001B_CL","Zinc","MG_P_KG",37.701663842,"T","MICP01-20-0319",37.701663842,0.022008963671193
"537",14036563,2020-04-28 08:39:54,"MICP010406","TCACOPARDO","IRM001B_CL","Copper","MG_P_KG",0.2527089372,"T","MICP01-20-0319",0.2527089372,0.299665602741599
"538",14036563,2020-04-28 08:39:54,"MICP010406","TCACOPARDO","IRM001B_CL","Manganese","MG_P_KG",0.5437727449,"T","MICP01-20-0319",0.5437727449,1.86282058137652
"539",14036563,2020-04-28 08:39:54,"MICP010406","TCACOPARDO","IRM001B_CL","Calcium","PCT_M-M",0.7083598136,"T","MICP01-20-0319",0.7083598136,0.667730206426297
"540",14036563,2020-04-28 08:39:54,"MICP010406","TCACOPARDO","IRM001B_CL","Magnesium","PCT_M-M",0.06766382571,"T","MICP01-20-0319",0.06766382571,0.0548077538087391
"541",14036563,2020-04-28 08:39:54,"MICP010406","TCACOPARDO","IRM001B_CL","Sodium","PCT_M-M",0.1801937404,"T","MICP01-20-0319",0.1801937404,0.20453751663728
"542",14036563,2020-04-28 08:39:54,"MICP010406","TCACOPARDO","IRM001B_CL","Potassium","PCT_M-M",0.6783894947,"T","MICP01-20-0319",0.6783894947,-0.39574013688013
"543",14036563,2020-04-28 08:39:54,"MICP010406","TCACOPARDO","IRM001B_CL","Phosphorus","PCT_M-M",NA,"T","MICP01-20-0319",0.5708552359,4.23224820874487
"544",14036563,2020-04-28 08:39:54,"MICP010406","TCACOPARDO","IRM001B_CL","Sulphur","PCT_M-M",NA,"T","MICP01-20-0319",0.2103953202,2.46269729645626
"545",14037399,2020-04-28 11:04:13,"MICP010406","YYU","IRM001B_CL","Calcium","PCT_M-M",0.6731643491,"T","MICP01-20-0317",0.6731643491,-1.64158078494472
"546",14037399,2020-04-28 11:04:13,"MICP010406","YYU","IRM001B_CL","Phosphorus","PCT_M-M",0.4802504253,"T","MICP01-20-0317",0.4802504253,0.590071041645574
"547",14040155,2020-04-28 18:13:04,"MICP010406","APOWERS","IRM001B_CL","Iron","MG_P_KG",87.164886004,"T","MICP01-20-0318",87.164886004,-0.187318862270138
"548",14040155,2020-04-28 18:13:04,"MICP010406","APOWERS","IRM001B_CL","Zinc","MG_P_KG",36.893783595,"T","MICP01-20-0318",36.893783595,-1.04615442134987
"549",14040155,2020-04-28 18:13:04,"MICP010406","APOWERS","IRM001B_CL","Copper","MG_P_KG",0.197548674,"T","MICP01-20-0318",0.197548674,-0.712598270708623
"550",14040155,2020-04-28 18:13:04,"MICP010406","APOWERS","IRM001B_CL","Manganese","MG_P_KG",0.5094941365,"T","MICP01-20-0318",0.5094941365,0.19261091377222
"551",14040155,2020-04-28 18:13:04,"MICP010406","APOWERS","IRM001B_CL","Calcium","PCT_M-M",0.6744708954,"T","MICP01-20-0318",0.6744708954,-1.55585321253762
"552",14040155,2020-04-28 18:13:04,"MICP010406","APOWERS","IRM001B_CL","Magnesium","PCT_M-M",0.06616524159,"T","MICP01-20-0318",0.06616524159,-1.03829703641623
"553",14040155,2020-04-28 18:13:04,"MICP010406","APOWERS","IRM001B_CL","Sodium","PCT_M-M",0.1769381861,"T","MICP01-20-0318",0.1769381861,-0.426338283321093
"554",14040155,2020-04-28 18:13:04,"MICP010406","APOWERS","IRM001B_CL","Potassium","PCT_M-M",0.6689719905,"T","MICP01-20-0318",0.6689719905,-0.989240505595952
"555",14040155,2020-04-28 18:13:04,"MICP010406","APOWERS","IRM001B_CL","Phosphorus","PCT_M-M",0.4910202301,"T","MICP01-20-0318",0.4910202301,1.02300100283548
"556",14040783,2020-04-29 05:48:32,"MICP010406","YYU","IRM001B_CL","Sodium","PCT_M-M",0.1758844068,"T","MICP01-20-0320",0.1758844068,-0.630544325550853
"557",14040783,2020-04-29 05:48:32,"MICP010406","YYU","IRM001B_CL","Potassium","PCT_M-M",0.6625923223,"T","MICP01-20-0320",0.6625923223,-1.39129346448761
"558",14040919,2020-04-29 06:41:48,"MICP010406","SLOUYEH","IRM001B_CL","Iron","MG_P_KG",90.118117193,"T","MICP01-20-0321",90.118117193,1.29936665001784
"559",14040919,2020-04-29 06:41:48,"MICP010406","SLOUYEH","IRM001B_CL","Zinc","MG_P_KG",37.293529674,"T","MICP01-20-0321",37.293529674,-0.517618012050172
"560",14040919,2020-04-29 06:41:48,"MICP010406","SLOUYEH","IRM001B_CL","Copper","MG_P_KG",0.3462109867,"T","MICP01-20-0321",0.3462109867,2.01555202734453
"561",14040919,2020-04-29 06:41:48,"MICP010406","SLOUYEH","IRM001B_CL","Manganese","MG_P_KG",0.5073587426,"T","MICP01-20-0321",0.5073587426,0.0885648132332278
"562",14040919,2020-04-29 06:41:48,"MICP010406","SLOUYEH","IRM001B_CL","Calcium","PCT_M-M",0.691052846,"T","MICP01-20-0321",0.691052846,-0.467847092347014
"563",14040919,2020-04-29 06:41:48,"MICP010406","SLOUYEH","IRM001B_CL","Sodium","PCT_M-M",0.1807711595,"T","MICP01-20-0321",0.1807711595,0.316432359436783
"564",14040919,2020-04-29 06:41:48,"MICP010406","SLOUYEH","IRM001B_CL","Potassium","PCT_M-M",0.6846092372,"T","MICP01-20-0321",0.6846092372,-0.00376585275212389
"565",14040919,2020-04-29 06:41:48,"MICP010406","SLOUYEH","IRM001B_CL","Phosphorus","PCT_M-M",0.4900042007,"T","MICP01-20-0321",0.4900042007,0.982158148496109
"566",14045587,2020-04-29 19:49:29,"MICP010406","TCACOPARDO","IRM001B_CL","Iron","MG_P_KG",87.514941672,"T","MICP01-20-0322",87.514941672,-0.0110974096292673
"567",14045587,2020-04-29 19:49:29,"MICP010406","TCACOPARDO","IRM001B_CL","Zinc","MG_P_KG",37.020733256,"T","MICP01-20-0322",37.020733256,-0.87830407456322
"568",14045587,2020-04-29 19:49:29,"MICP010406","TCACOPARDO","IRM001B_CL","Copper","MG_P_KG",0.1995029484,"T","MICP01-20-0322",0.1995029484,-0.676734747600405
"569",14045587,2020-04-29 19:49:29,"MICP010406","TCACOPARDO","IRM001B_CL","Manganese","MG_P_KG",0.5049862608,"T","MICP01-20-0322",0.5049862608,-0.0270332878429909
"570",14045587,2020-04-29 19:49:29,"MICP010406","TCACOPARDO","IRM001B_CL","Calcium","PCT_M-M",0.6765656927,"T","MICP01-20-0322",0.6765656927,-1.4184054334471
"571",14045587,2020-04-29 19:49:29,"MICP010406","TCACOPARDO","IRM001B_CL","Sodium","PCT_M-M",0.1783265356,"T","MICP01-20-0322",0.1783265356,-0.157297738847819
"572",14045587,2020-04-29 19:49:29,"MICP010406","TCACOPARDO","IRM001B_CL","Phosphorus","PCT_M-M",0.4859931013,"T","MICP01-20-0322",0.4859931013,0.820917983068893
"573",14045920,2020-04-30 05:48:40,"MICP010406","YYU","IRM001B_CL","Iron","MG_P_KG",87.594705071,"T","MICP01-20-0323",87.594705071,0.029056266840708
"574",14045920,2020-04-30 05:48:40,"MICP010406","YYU","IRM001B_CL","Zinc","MG_P_KG",37.46864129,"T","MICP01-20-0323",37.46864129,-0.286088874906816
"575",14045920,2020-04-30 05:48:40,"MICP010406","YYU","IRM001B_CL","Manganese","MG_P_KG",0.5585053517,"T","MICP01-20-0323",0.5585053517,2.58066017449059
"576",14045920,2020-04-30 05:48:40,"MICP010406","YYU","IRM001B_CL","Calcium","PCT_M-M",0.7061015359,"T","MICP01-20-0323",0.7061015359,0.519555843954735
"577",14045920,2020-04-30 05:48:40,"MICP010406","YYU","IRM001B_CL","Magnesium","PCT_M-M",0.06788849579,"T","MICP01-20-0323",0.06788849579,0.218687737181466
"578",14045920,2020-04-30 05:48:40,"MICP010406","YYU","IRM001B_CL","Sodium","PCT_M-M",0.1801028214,"T","MICP01-20-0323",0.1801028214,0.186918828214109
"579",14045920,2020-04-30 05:48:40,"MICP010406","YYU","IRM001B_CL","Potassium","PCT_M-M",0.6704705522,"T","MICP01-20-0323",0.6704705522,-0.89479967471282
"580",14045920,2020-04-30 05:48:40,"MICP010406","YYU","IRM001B_CL","Phosphorus","PCT_M-M",0.4463095495,"T","MICP01-20-0323",0.4463095495,-0.774301137397566
"581",14046069,2020-04-30 07:05:52,"MICP010406","SLOUYEH","IRM001B_CL","Iron","MG_P_KG",83.368607723,"T","MICP01-20-0324",83.368607723,-2.09840253970051
